255,256,258 
255,256,257 
240,241,243 
240,241,242 
213,255,256 
212,256,257  
198,240,241 
197,241,242 
172,173,260 
171,172,261 
171,172,174 
171,172,173 
159,171,172 
158,172,173  
145,146,233 
144,145,234 
144,145,147 
144,145,146 
132,144,145 
131,145,146 
79,80,158 
78,79,159 
78,79,81 
78,79,80  
54,78,79 
53,79,80 
39,255,256 
38,256,257
34,35,113 
33,34,114 
33,34,36 
33,34,35 
24,240,241 
23,241,242   
9,33,34 
8,34,35 
